time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_FG_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_2,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,IncineratorStatus,SNR_UREA_SAVING_RATE,SNR_NOX_PRED_MAE
2025-11-23 07:14:25+00:00,2025-11-23 07:14:25,24.6612492,26.0,26.0,26.0,26.0,22.58526642051672,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,4.2953124,1048.0,1095.57495,11.1125002,,,15.03,0.0,11.52,,,0.0,,
2025-11-23 07:14:26+00:00,2025-11-23 07:14:26,,,,,,,,,,19.6612492,4.4203124,1047.0,1095.57495,11.4375,,,15.03,0.0,11.52,,,0.0,,
2025-11-23 07:14:27+00:00,2025-11-23 07:14:27,,,,,,,,,,19.6612492,4.3609376,1047.0,1096.71252,10.9875002,,,15.03,0.0,11.52,,,0.0,,
2025-11-23 07:14:28+00:00,2025-11-23 07:14:28,,,,,,,,,,19.6612492,4.3609376,1047.0,1096.71252,10.9875002,,,15.03,0.0,11.52,,,0.0,,
2025-11-23 07:14:29+00:00,2025-11-23 07:14:29,,,,,,,,,,19.6612492,4.50312519,1047.0,1097.11877,10.8500004,,,15.03,0.0,11.52,,,0.0,,
2025-11-23 07:14:30+00:00,2025-11-23 07:14:30,24.6612492,26.0,26.0,26.0,26.0,24.103719326322356,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,4.4296875,1047.0,1095.73755,10.7749996,,,15.03,0.0,11.52,,,0.0,,
2025-11-23 07:14:31+00:00,2025-11-23 07:14:31,,,,,,,,,,19.6612492,4.4296875,1047.0,1095.73755,10.7749996,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:32+00:00,2025-11-23 07:14:32,,,,,,,,,,19.6612492,4.5250001,1047.0,1097.03748,11.0625,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:33+00:00,2025-11-23 07:14:33,,,,,,,,,,19.6612492,4.5250001,1047.0,1097.03748,11.0625,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:34+00:00,2025-11-23 07:14:34,,,,,,,,,,19.6612492,4.5250001,1047.0,1097.93127,10.6125002,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:35+00:00,2025-11-23 07:14:35,24.6612492,26.0,26.0,26.0,26.0,23.478410069184193,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,4.5328126,1047.0,1097.93127,10.6125002,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:36+00:00,2025-11-23 07:14:36,,,,,,,,,,19.6612492,4.5328126,1047.0,1098.5,10.6875,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:37+00:00,2025-11-23 07:14:37,,,,,,,,,,19.6612492,4.5328126,1047.0,1098.5,10.6875,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:38+00:00,2025-11-23 07:14:38,,,,,,,,,,19.6612492,4.48750019,1048.0,1098.09375,10.6875,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:39+00:00,2025-11-23 07:14:39,,,,,,,,,,19.6612492,4.48750019,1048.0,1098.09375,10.6875,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:40+00:00,2025-11-23 07:14:40,24.6612492,26.0,26.0,26.0,26.0,23.43854210016831,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,4.484375,1047.0,1097.93127,10.6875,,,15.03,0.0,10.7,,,0.0,,
2025-11-23 07:14:41+00:00,2025-11-23 07:14:41,,,,,,,,,,19.6612492,4.484375,1047.0,1097.93127,10.6875,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:42+00:00,2025-11-23 07:14:42,,,,,,,,,,19.6612492,4.578125,1047.0,1098.5,10.7250004,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:43+00:00,2025-11-23 07:14:43,,,,,,,,,,19.6612492,4.5218749,1047.0,1098.4187,10.4375,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:44+00:00,2025-11-23 07:14:44,,,,,,,,,,19.6612492,4.5218749,1047.0,1098.4187,10.4375,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:45+00:00,2025-11-23 07:14:45,24.6612492,26.0,26.0,26.0,26.0,23.13291218737106,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,4.5843749,1047.0,1097.84998,11.0249996,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:46+00:00,2025-11-23 07:14:46,,,,,,,,,,19.6612492,4.5843749,1047.0,1097.84998,11.0249996,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:47+00:00,2025-11-23 07:14:47,,,,,,,,,,19.6612492,4.5328126,1047.0,1098.66248,10.6000004,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:48+00:00,2025-11-23 07:14:48,,,,,,,,,,19.6612492,4.54374981,1048.0,1097.6875,10.375,,,15.03,0.0,10.34,,,0.0,,
2025-11-23 07:14:49+00:00,2025-11-23 07:14:49,,,,,,,,,,19.6612492,4.54374981,1048.0,1097.6875,10.375,,,15.03,0.0,10.34,,,0.0,,
