time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_FG_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_2,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,IncineratorStatus,SNR_UREA_SAVING_RATE,SNR_NOX_PRED_MAE
2025-11-10 07:47:51+00:00,2025-11-10 07:47:51,,,,,,,,,,19.6612492,6.46406269,936.0,1058.11877,18.9375,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:52+00:00,2025-11-10 07:47:52,,,,,,,,,,19.6612492,6.46406269,936.0,1058.11877,18.9375,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:53+00:00,2025-11-10 07:47:53,,,,,,,,,,19.6612492,6.5453124,936.0,1057.38745,18.8374996,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:54+00:00,2025-11-10 07:47:54,,,,,,,,,,19.6612492,6.5453124,936.0,1057.38745,18.8374996,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:55+00:00,2025-11-10 07:47:55,24.6612492,26.0,26.0,26.0,26.0,18.595773738719625,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,6.65312481,935.0,1055.92505,18.8250008,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:56+00:00,2025-11-10 07:47:56,,,,,,,,,,19.6612492,6.65312481,935.0,1055.92505,18.8250008,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:57+00:00,2025-11-10 07:47:57,,,,,,,,,,19.6612492,6.6640625,936.0,1055.11255,18.9750004,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:58+00:00,2025-11-10 07:47:58,,,,,,,,,,19.6612492,6.7718749,937.0,1054.7063,18.8125,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:47:59+00:00,2025-11-10 07:47:59,,,,,,,,,,19.6612492,6.7718749,937.0,1054.7063,18.8125,,,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:48:00+00:00,2025-11-10 07:48:00,24.6612492,26.0,26.0,26.0,26.0,18.773883840361822,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,6.7671876,935.0,1053.97498,18.8500004,,3.0,11.78,0.0,18.2,,,0.0,,
2025-11-10 07:48:01+00:00,2025-11-10 07:48:01,,,,,,,,,,19.6612492,6.7671876,935.0,1053.97498,18.8500004,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:02+00:00,2025-11-10 07:48:02,,,,,,,,,,19.6612492,6.94218731,936.0,1053.32495,18.7999992,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:03+00:00,2025-11-10 07:48:03,,,,,,,,,,19.6612492,6.94218731,936.0,1053.32495,18.7999992,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:04+00:00,2025-11-10 07:48:04,,,,,,,,,,19.6612492,6.9671874,936.0,1053.97498,18.9624996,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:05+00:00,2025-11-10 07:48:05,24.0,24.0,24.0,24.0,24.0,18.914287055249265,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,7.0328126,936.0,1053.24377,19.1375008,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:06+00:00,2025-11-10 07:48:06,,,,,,,,,,19.6612492,7.0328126,935.0,1053.24377,19.1375008,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:07+00:00,2025-11-10 07:48:07,,,,,,,,,,19.6612492,7.1234374,935.0,1053.40625,19.1749992,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:08+00:00,2025-11-10 07:48:08,,,,,,,,,,19.6612492,7.1015625,936.0,1053.40625,19.5249996,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:09+00:00,2025-11-10 07:48:09,,,,,,,,,,19.6612492,7.1015625,936.0,1054.05627,19.5249996,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:10+00:00,2025-11-10 07:48:10,24.0,24.0,24.0,24.0,24.0,19.754894702033937,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,7.22187519,936.0,1051.78125,19.3250008,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:11+00:00,2025-11-10 07:48:11,,,,,,,,,,19.6612492,7.22187519,936.0,1051.78125,19.3250008,,,11.78,0.0,18.36,,,0.0,,
2025-11-10 07:48:12+00:00,2025-11-10 07:48:12,,,,,,,,,,19.6612492,7.23906231,936.0,1052.2688,19.6625004,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:13+00:00,2025-11-10 07:48:13,,,,,,,,,,19.6612492,7.31562519,936.0,1050.4812,19.75,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:14+00:00,2025-11-10 07:48:14,,,,,,,,,,19.6612492,7.31562519,936.0,1050.4812,19.75,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:15+00:00,2025-11-10 07:48:15,24.0,24.0,24.0,24.0,24.0,19.82985929640119,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,7.31562519,936.0,1049.8313,19.9125004,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:16+00:00,2025-11-10 07:48:16,,,,,,,,,,19.6612492,7.39531231,935.0,1049.8313,19.9125004,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:17+00:00,2025-11-10 07:48:17,,,,,,,,,,19.6612492,7.39531231,935.0,1049.99377,19.9500008,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:18+00:00,2025-11-10 07:48:18,,,,,,,,,,19.6612492,7.4453125,935.0,1049.99377,19.9500008,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:19+00:00,2025-11-10 07:48:19,,,,,,,,,,19.6612492,7.4453125,935.0,1049.99377,19.9500008,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:20+00:00,2025-11-10 07:48:20,24.0,24.0,24.0,24.0,24.0,19.82841337137463,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,7.5484376,933.0,1049.18127,20.5874996,,,11.78,0.0,18.43,,,0.0,,
2025-11-10 07:48:21+00:00,2025-11-10 07:48:21,,,,,,,,,,19.6612492,7.65937519,935.0,1049.34375,20.5625,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:22+00:00,2025-11-10 07:48:22,,,,,,,,,,19.6612492,7.65937519,935.0,1049.34375,20.5625,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:23+00:00,2025-11-10 07:48:23,,,,,,,,,,19.6612492,7.74531269,934.0,1046.5813,20.5499992,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:24+00:00,2025-11-10 07:48:24,,,,,,,,,,19.6612492,7.7109375,934.0,1046.4187,20.9249992,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:25+00:00,2025-11-10 07:48:25,20.0,20.0,20.0,20.0,20.0,20.26071314716999,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,7.7109375,934.0,1046.4187,20.9249992,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:26+00:00,2025-11-10 07:48:26,,,,,,,,,,19.6612492,7.7640624,934.0,1046.5,20.7749996,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:27+00:00,2025-11-10 07:48:27,,,,,,,,,,19.6612492,7.7640624,934.0,1046.5,20.7749996,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:28+00:00,2025-11-10 07:48:28,,,,,,,,,,19.6612492,7.9203124,934.0,1046.82495,21.1124992,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:29+00:00,2025-11-10 07:48:29,,,,,,,,,,19.6612492,7.9281249,935.0,1047.63745,21.2124996,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:30+00:00,2025-11-10 07:48:30,20.0,20.0,20.0,20.0,20.0,20.1187978754427,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,7.9281249,935.0,1047.63745,21.2124996,,,11.78,0.0,19.24,,,0.0,,
2025-11-10 07:48:31+00:00,2025-11-10 07:48:31,,,,,,,,,,19.6612492,8.01718712,935.0,1044.9563,21.3624992,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:32+00:00,2025-11-10 07:48:32,,,,,,,,,,19.6612492,8.07187462,933.0,1043.1687,21.3999996,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:33+00:00,2025-11-10 07:48:33,,,,,,,,,,19.6612492,8.07187462,933.0,1043.1687,21.3999996,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:34+00:00,2025-11-10 07:48:34,,,,,,,,,,19.6612492,8.12343788,935.0,1043.9812,22.0499992,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:35+00:00,2025-11-10 07:48:35,23.0,23.0,23.0,23.0,23.0,21.610611765177286,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,8.12343788,935.0,1043.9812,22.0499992,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:36+00:00,2025-11-10 07:48:36,,,,,,,,,,19.6612492,8.10624981,935.0,1041.46252,21.9750004,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:37+00:00,2025-11-10 07:48:37,,,,,,,,,,19.6612492,8.22812462,934.0,1040.97498,21.9750004,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:38+00:00,2025-11-10 07:48:38,,,,,,,,,,19.6612492,8.2734375,934.0,1040.65002,22.0750008,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:39+00:00,2025-11-10 07:48:39,,,,,,,,,,19.6612492,8.2734375,934.0,1040.65002,22.0750008,,,11.78,0.0,20.31,,,0.0,,
2025-11-10 07:48:40+00:00,2025-11-10 07:48:40,23.0,23.0,23.0,23.0,23.0,21.929873806553605,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",19.6612492,8.32968712,934.0,1040.8938,22.3875008,,,11.78,0.0,20.31,,,0.0,,
