_time_gateway,SNR_PMP_UW_S_1,ICF_SCS_FG_T_2,ICF_TMS_NOX_A,ACT_SNR_PMP_BO_6,ACT_SNR_PMP_BO_0
2025-11-20 15:19:48,17.6812496,1073.63745,0.550000012,,
2025-11-20 15:19:49,17.6812496,1074.125,0.574999988,,
2025-11-20 15:19:50,17.6812496,1075.50623,1.0,,20.0
2025-11-20 15:19:51,17.6812496,1075.50623,1.0,,
2025-11-20 15:19:52,17.6812496,1074.8562,0.837499976,,
2025-11-20 15:19:53,17.6812496,1074.8562,0.837499976,,
2025-11-20 15:19:54,17.6812496,1074.69373,0.675000012,,
2025-11-20 15:19:55,17.6812496,1075.18127,0.662500024,,20.0
2025-11-20 15:19:56,17.6812496,1075.75,0.587499976,,
2025-11-20 15:19:57,17.6812496,1075.75,0.587499976,,
2025-11-20 15:19:58,17.6812496,1077.53748,1.0,,
2025-11-20 15:19:59,17.6812496,1077.53748,1.0,,
2025-11-20 15:20:00,17.6812496,1077.4563,0.675000012,,20.0
2025-11-20 15:20:01,17.6812496,1078.9187,0.899999976,,
2025-11-20 15:20:02,17.6812496,1078.9187,0.899999976,,
2025-11-20 15:20:03,17.6812496,1078.43127,0.550000012,,
2025-11-20 15:20:04,17.6812496,1078.43127,0.550000012,,
2025-11-20 15:20:05,17.6812496,1078.9187,0.487500012,,20.0
2025-11-20 15:20:06,17.6812496,1078.2688,0.699999988,,
2025-11-20 15:20:07,17.6812496,1078.2688,0.699999988,,
2025-11-20 15:20:08,17.6812496,1078.1062,0.375,,
2025-11-20 15:20:09,17.6812496,1078.43127,0.637499988,,
2025-11-20 15:20:10,17.6812496,1078.1062,0.912500024,,20.0
2025-11-20 15:20:11,17.6812496,1078.1062,0.912500024,,
2025-11-20 15:20:12,17.6812496,1078.83752,0.737500012,,
2025-11-20 15:20:13,17.6812496,1078.83752,0.737500012,,
2025-11-20 15:20:14,17.6812496,1079.65002,0.699999988,,
2025-11-20 15:20:15,17.6812496,1079.65002,0.699999988,,20.0
2025-11-20 15:20:16,17.6812496,1080.7063,0.8125,,
2025-11-20 15:20:17,17.6812496,1080.7063,0.8125,,
2025-11-20 15:20:18,17.6812496,1080.38123,0.725000024,,
2025-11-20 15:20:19,17.6812496,1080.38123,0.725000024,,
2025-11-20 15:20:20,17.6812496,1081.4375,0.462500006,,20.0
2025-11-20 15:20:21,17.6812496,1081.4375,0.774999976,,
2025-11-20 15:20:22,17.6812496,1082.00623,0.774999976,,
2025-11-20 15:20:23,17.6812496,1082.00623,0.8125,,
2025-11-20 15:20:24,17.6812496,1081.03125,0.725000024,,
2025-11-20 15:20:25,17.6812496,1081.03125,0.725000024,,20.0
2025-11-20 15:20:26,17.6812496,1083.7937,0.887499988,,
2025-11-20 15:20:27,17.6812496,1083.30627,0.837499976,,
2025-11-20 15:20:28,17.6812496,1083.55005,0.587499976,,
2025-11-20 15:20:29,17.6812496,1083.55005,0.587499976,,
2025-11-20 15:20:30,17.6812496,1082.9812,0.725000024,,20.0
2025-11-20 15:20:31,17.6812496,1083.38745,0.537500024,,
2025-11-20 15:20:32,17.6812496,1083.38745,0.537500024,,
2025-11-20 15:20:33,17.6812496,1084.03748,0.987500012,,
2025-11-20 15:20:34,17.6812496,1084.03748,0.987500012,,
2025-11-20 15:20:35,17.6812496,1084.7688,0.699999988,,20.0
2025-11-20 15:20:36,17.6812496,1084.6875,0.875,,
2025-11-20 15:20:37,17.6812496,1084.6875,0.875,,
2025-11-20 15:20:38,17.6812496,1084.84998,0.8125,,
2025-11-20 15:20:39,17.6812496,1084.84998,0.8125,,
2025-11-20 15:20:40,17.6812496,1085.5813,0.574999988,,20.0
2025-11-20 15:20:41,17.6812496,1085.98755,0.800000012,,
2025-11-20 15:20:42,17.6812496,1085.98755,0.800000012,,
2025-11-20 15:20:43,17.6812496,1084.6062,0.574999988,,
2025-11-20 15:20:44,17.6812496,1084.6062,0.574999988,,
2025-11-20 15:20:45,17.6812496,1084.84998,0.774999976,,20.0
2025-11-20 15:20:46,17.6812496,1084.6875,0.737500012,,
2025-11-20 15:20:47,17.6812496,1084.6875,0.737500012,,
2025-11-20 15:20:48,17.6812496,1084.93127,0.587499976,,
2025-11-20 15:20:49,17.6812496,1084.93127,0.587499976,,
2025-11-20 15:20:50,17.6812496,1085.25623,0.925000012,,20.0
2025-11-20 15:20:51,17.6812496,1084.93127,0.987500012,,
2025-11-20 15:20:52,17.6812496,1084.93127,0.987500012,,
2025-11-20 15:20:53,17.6812496,1084.93127,0.625,,
2025-11-20 15:20:54,17.6812496,1085.4187,0.787500024,,
2025-11-20 15:20:55,17.6812496,1085.4187,0.787500024,,20.0
2025-11-20 15:20:56,17.6812496,1084.84998,0.725000024,,
2025-11-20 15:20:57,17.6812496,1084.84998,0.725000024,,
2025-11-20 15:20:58,17.6812496,1085.66248,0.862500012,,
2025-11-20 15:20:59,17.6812496,1084.52502,0.5,,
2025-11-20 15:21:00,17.6812496,1084.52502,0.5,,20.0
2025-11-20 15:21:01,17.6812496,1084.52502,0.5,,
2025-11-20 15:21:02,17.6812496,1085.74377,0.8125,,
2025-11-20 15:21:03,17.6812496,1085.74377,0.8125,,
2025-11-20 15:21:04,17.6812496,1085.25623,0.649999976,,
2025-11-20 15:21:05,17.6812496,1084.93127,0.987500012,,20.0
2025-11-20 15:21:06,17.6812496,1084.93127,0.987500012,,
2025-11-20 15:21:07,17.6812496,1085.33752,0.587499976,,
2025-11-20 15:21:08,17.6812496,1084.6875,0.725000024,,
2025-11-20 15:21:09,17.6812496,1084.6875,0.725000024,,
2025-11-20 15:21:10,17.6812496,1084.6875,0.349999994,,20.0
2025-11-20 15:21:11,17.6812496,1085.90625,0.349999994,,
2025-11-20 15:21:12,17.6812496,1085.90625,0.587499976,,
2025-11-20 15:21:13,17.6812496,1085.82495,0.587499976,,
2025-11-20 15:21:14,17.6812496,1084.6875,0.762499988,,
2025-11-20 15:21:15,17.6812496,1084.6875,0.762499988,,20.0
2025-11-20 15:21:16,17.6812496,1085.90625,0.612500012,,
2025-11-20 15:21:17,17.6812496,1084.93127,0.762499988,,
2025-11-20 15:21:18,17.6812496,1084.93127,0.762499988,,
2025-11-20 15:21:19,17.6812496,1084.93127,0.662500024,,
2025-11-20 15:21:20,17.6812496,1086.88123,0.637499988,,20.0
2025-11-20 15:21:21,17.6812496,1086.63745,0.837499976,,
2025-11-20 15:21:22,17.6812496,1086.63745,0.837499976,,
2025-11-20 15:21:24,17.6812496,1086.88123,0.662500024,,
2025-11-20 15:21:25,17.6812496,1086.88123,0.662500024,,20.0
2025-11-20 15:21:26,17.6812496,1087.36877,0.637499988,,
2025-11-20 15:21:27,17.6812496,1087.36877,0.637499988,,
2025-11-20 15:21:28,17.6812496,1087.36877,0.625,,
