time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_O2_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_1,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,SNR_EQ_UW_F_1_1,SNR_EQ_DW_F_1,SNR_EQ_UW_F_2,IncineratorStatus
2025-10-17 08:23:47+00:00,2025-10-17 08:23:47,,,,,,,,,,43.8450012,8.55624962,1064.32495,933.224976,15.3249998,1.0,,17.31,0.0,15.46,35.8312492,,35.8312492,0.0,156.225006,0.0
2025-10-17 08:23:48+00:00,2025-10-17 08:23:48,,,,,,,,,,43.8337517,8.55624962,1064.25,933.224976,15.3249998,1.0,,17.31,0.0,15.46,35.8781242,,35.8781242,0.0,156.225006,0.0
2025-10-17 08:23:49+00:00,2025-10-17 08:23:49,,,,,,,,,,43.8375015,8.61406231,1064.09998,933.075012,15.3500004,1.0,,17.31,0.0,15.46,36.0656242,,36.0656242,0.0,156.149994,0.0
2025-10-17 08:23:50+00:00,2025-10-17 08:23:50,43.0,43.0,43.0,43.0,43.0,13.353280101192853,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",43.8637505,8.67031288,1063.875,933.0,15.4875002,1.0,,17.31,0.0,15.46,36.2437515,,36.2437515,0.0,156.225006,0.0
2025-10-17 08:23:51+00:00,2025-10-17 08:23:51,,,,,,,,,,43.8487511,8.67031288,1063.72498,932.924988,15.4875002,1.0,,17.31,0.0,15.46,36.2437515,,36.2437515,0.0,156.225006,0.0
2025-10-17 08:23:52+00:00,2025-10-17 08:23:52,,,,,,,,,,43.8375015,8.7265625,1063.57495,932.849976,15.4875002,1.0,,17.31,0.0,15.46,36.2437515,,36.2437515,0.0,156.225006,0.0
2025-10-17 08:23:53+00:00,2025-10-17 08:23:53,,,,,,,,,,43.8450012,8.7265625,1063.34998,932.775024,15.4875002,1.0,,17.31,0.0,15.46,36.4312515,,36.4312515,0.0,156.149994,0.0
2025-10-17 08:23:54+00:00,2025-10-17 08:23:54,,,,,,,,,,43.8562508,8.78125,1063.19995,932.700012,15.4875002,1.0,,17.31,0.0,15.46,36.4312515,,36.4312515,0.0,156.225006,0.0
2025-10-17 08:23:55+00:00,2025-10-17 08:23:55,43.0,43.0,43.0,43.0,43.0,14.52645449682767,100.0,BO_ONLY,"BO 모델 결과만 사용 (1단계 롤백, 2~4단계에서 Hz 변화 없음)",43.8487511,8.83125019,1062.90002,932.625,15.6499996,1.0,,17.31,0.0,15.46,36.4312515,38.70680375729881,36.4312515,0.0,156.225006,0.0
2025-10-17 08:23:56+00:00,2025-10-17 08:23:56,,,,,,,,,,43.8862495,8.83125019,1062.75,932.549988,15.6499996,1.0,,17.31,0.0,15.46,36.4312515,,36.4312515,0.0,156.225006,0.0
2025-10-17 08:23:57+00:00,2025-10-17 08:23:57,,,,,,,,,,43.8525009,8.87187481,1062.52502,932.400024,15.6499996,1.0,,17.31,0.0,15.52,36.4312515,,36.4312515,0.0,156.149994,0.0
2025-10-17 08:23:58+00:00,2025-10-17 08:23:58,,,,,,,,,,43.8375015,8.8984375,1062.30005,932.325012,15.6499996,1.0,,17.31,0.0,15.52,36.4312515,,36.4312515,0.0,156.225006,0.0
