time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_O2_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_1,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,SNR_EQ_UW_F_1_1,SNR_EQ_DW_F_1,SNR_EQ_UW_F_2,IncineratorStatus
2025-10-17 06:56:29+00:00,2025-10-17 06:56:29,,,,,,,,,,55.3875008,2.6390624,1200.0,1015.27502,27.1375008,1.0,,27.88,0.0,26.12,55.2562485,,55.2562485,0.0,144.149994,0.0
2025-10-17 06:56:30+00:00,2025-10-17 06:56:30,54.0,53.0,53.0,54.0,54.0,33.368593459095365,306.0,BO_O2_RULE,"제어매트릭스 규칙 적용: TEMP_IN_HIGH (3단계 롤백, 4단계에서 Hz 변화 없음)",55.3650017,2.5546875,1200.0,1015.875,27.8875008,1.0,,27.88,0.0,26.12,55.2562485,52.20680375729881,55.2562485,0.0,144.149994,0.0
2025-10-17 06:56:31+00:00,2025-10-17 06:56:31,,,,,,,,,,55.3725014,2.5546875,1200.0,1016.25,27.8875008,1.0,,27.88,0.0,26.12,55.2562485,,55.2562485,0.0,144.149994,0.0
2025-10-17 06:56:32+00:00,2025-10-17 06:56:32,,,,,,,,,,55.3987503,2.47343755,1200.0,1016.92499,27.8875008,1.0,,27.88,0.0,26.12,55.2562485,,55.2562485,0.0,144.149994,0.0
2025-10-17 06:56:33+00:00,2025-10-17 06:56:33,,,,,,,,,,55.3987503,2.47343755,1200.0,1016.92499,27.8875008,1.0,,27.88,0.0,26.12,55.2562485,,55.2562485,0.0,144.149994,0.0
2025-10-17 06:56:34+00:00,2025-10-17 06:56:34,,,,,,,,,,55.3687515,2.3843751,1200.0,1017.90002,28.4125004,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.274994,0.0
2025-10-17 06:56:35+00:00,2025-10-17 06:56:35,54.0,53.0,53.0,54.0,54.0,31.75032510937397,306.0,BO_O2_RULE,"제어매트릭스 규칙 적용: TEMP_IN_HIGH (3단계 롤백, 4단계에서 Hz 변화 없음)",55.3762512,2.2890625,1200.0,1018.34998,29.1499996,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.649994,0.0
2025-10-17 06:56:36+00:00,2025-10-17 06:56:36,,,,,,,,,,55.3762512,2.2890625,1200.0,1018.34998,29.1499996,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.649994,0.0
2025-10-17 06:56:37+00:00,2025-10-17 06:56:37,,,,,,,,,,55.3800011,2.1937499,1200.0,1019.40002,29.1499996,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.649994,0.0
2025-10-17 06:56:38+00:00,2025-10-17 06:56:38,,,,,,,,,,55.3950005,2.1078124,1200.0,1020.0,29.1499996,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.574997,0.0
2025-10-17 06:56:39+00:00,2025-10-17 06:56:39,,,,,,,,,,55.4137497,2.03437495,1200.0,1020.45001,29.1499996,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.574997,0.0
2025-10-17 06:56:40+00:00,2025-10-17 06:56:40,,,,,,,,,,55.4025002,2.03437495,1200.0,1021.125,29.9874992,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.574997,0.0
2025-10-17 06:56:41+00:00,2025-10-17 06:56:41,,,,,,,,,,55.3650017,1.97031248,1200.0,1021.5,29.9874992,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.649994,0.0
2025-10-17 06:56:42+00:00,2025-10-17 06:56:42,,,,,,,,,,55.3987503,1.97031248,1200.0,1022.17499,29.9874992,1.0,,27.88,0.0,27.88,55.2562485,52.20680375729881,55.2562485,0.0,145.649994,0.0
2025-10-17 06:56:43+00:00,2025-10-17 06:56:43,,,,,,,,,,55.4174995,1.91562498,1200.0,1022.625,29.9874992,1.0,,27.88,0.0,27.88,55.2562485,,55.2562485,0.0,145.574997,0.0
2025-10-17 06:56:44+00:00,2025-10-17 06:56:44,,,,,,,,,,55.3950005,1.86874998,1200.0,1023.375,29.9125004,1.0,,27.88,0.0,29.99,55.2562485,,55.2562485,0.0,147.0,0.0
2025-10-17 06:56:45+00:00,2025-10-17 06:56:45,,,,,,,,,,55.3837509,1.86874998,1200.0,1023.75,29.8250008,1.0,,27.88,0.0,29.99,55.2468758,,55.2468758,0.0,147.074997,0.0
2025-10-17 06:56:46+00:00,2025-10-17 06:56:46,,,,,,,,,,55.3912506,1.82656252,1200.0,1024.5,29.8125,1.0,,27.88,0.0,29.99,55.2562485,,55.2562485,0.0,147.074997,0.0
