time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_O2_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_1,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,SNR_EQ_UW_F_1_1,SNR_EQ_DW_F_1,SNR_EQ_UW_F_2,IncineratorStatus
2025-10-17 06:39:03+00:00,2025-10-17 06:39:03,,,,,,,,,,39.7312508,10.0734377,1117.19995,983.325012,30.6625004,1.0,,27.88,0.0,30.67,34.3875008,,34.3875008,0.0,156.225006,0.0
2025-10-17 06:39:04+00:00,2025-10-17 06:39:04,,,,,,,,,,39.7087517,10.0843754,1116.67505,983.174988,30.6749992,1.0,,27.88,0.0,30.67,34.3875008,,34.3875008,0.0,156.225006,0.0
2025-10-17 06:39:05+00:00,2025-10-17 06:39:05,,,,,,,,,,39.7087517,10.0828123,1115.84998,982.950012,30.8374996,1.0,,27.88,0.0,30.67,33.7781258,,33.7781258,0.0,156.600006,0.0
2025-10-17 06:39:06+00:00,2025-10-17 06:39:06,,,,,,,,,,39.4462509,10.0828123,1115.25,982.875,30.8250008,1.0,,27.88,0.0,30.67,32.90625,,32.90625,0.0,157.649994,0.0
2025-10-17 06:39:07+00:00,2025-10-17 06:39:07,,,,,,,,,,38.6549988,10.0796871,1114.34998,982.575012,30.8374996,1.0,,27.88,0.0,30.67,32.0999985,,32.0999985,0.0,157.649994,0.0
2025-10-17 06:39:08+00:00,2025-10-17 06:39:08,,,,,,,,,,38.6100006,10.078125,1113.82495,982.5,30.8250008,1.0,,27.88,0.0,30.67,31.1437492,,31.1437492,0.0,159.149994,0.0
2025-10-17 06:39:09+00:00,2025-10-17 06:39:09,,,,,,,,,,38.6062508,10.078125,1112.92505,982.275024,30.8250008,1.0,,27.88,0.0,30.67,30.3468742,,30.3468742,0.0,159.149994,0.0
2025-10-17 06:39:10+00:00,2025-10-17 06:39:10,,,,,,,,,,38.5950012,10.0718746,1112.40002,982.125,31.1749992,1.0,,27.88,0.0,30.67,29.5406246,,29.5406246,0.0,159.225006,0.0
2025-10-17 06:39:11+00:00,2025-10-17 06:39:11,,,,,,,,,,38.5950012,10.0718746,1112.40002,982.125,31.1749992,1.0,,27.88,0.0,31.17,29.5406246,,29.5406246,0.0,159.225006,0.0
2025-10-17 06:39:12+00:00,2025-10-17 06:39:12,,,,,,,,,,38.5950012,10.0687504,1111.05005,981.75,31.1749992,1.0,,27.88,0.0,31.17,28.3781242,,28.3781242,0.0,160.649994,0.0
2025-10-17 06:39:13+00:00,2025-10-17 06:39:13,,,,,,,,,,38.6025009,10.0640621,1110.30005,981.525024,31.1749992,1.0,,27.88,0.0,31.17,27.8343754,,27.8343754,0.0,160.649994,0.0
2025-10-17 06:39:14+00:00,2025-10-17 06:39:14,,,,,,,,,,38.6474991,10.0640621,1109.69995,981.375,31.1749992,1.0,,27.88,0.0,31.17,27.6468754,,27.6468754,0.0,160.725006,0.0
2025-10-17 06:39:15+00:00,2025-10-17 06:39:15,,,,,,,,,,38.5987511,10.0640621,1108.94995,981.150024,31.25,1.0,,27.88,0.0,31.17,27.46875,44.08489416902924,27.46875,0.0,160.649994,0.0
2025-10-17 06:39:16+00:00,2025-10-17 06:39:16,,,,,,,,,,38.6212502,10.078125,1108.42505,981.0,31.25,1.0,,27.88,0.0,31.17,27.2906246,,27.2906246,0.0,160.649994,0.0
2025-10-17 06:39:17+00:00,2025-10-17 06:39:17,,,,,,,,,,38.5950012,10.078125,1107.59998,980.775024,31.25,1.0,,27.88,0.0,31.17,27.2906246,,27.2906246,0.0,160.649994,0.0
2025-10-17 06:39:18+00:00,2025-10-17 06:39:18,,,,,,,,,,38.6100006,10.1000004,1107.07495,980.625,31.25,1.0,,27.88,0.0,31.17,27.28125,,27.28125,0.0,160.725006,0.0
2025-10-17 06:39:19+00:00,2025-10-17 06:39:19,,,,,,,,,,38.6062508,10.1281252,1106.25,980.325012,31.2875004,1.0,,27.88,0.0,31.17,27.2906246,,27.2906246,0.0,160.649994,0.0
