time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_O2_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_1,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,SNR_EQ_UW_F_1_1,SNR_EQ_DW_F_1,SNR_EQ_UW_F_2,IncineratorStatus
2025-10-17 07:59:42+00:00,2025-10-17 07:59:42,,,,,,,,,,49.03125,7.0703125,1035.67505,901.575012,16.8250008,1.0,,17.31,0.0,16.91,45.2156258,,45.2156258,0.0,153.300003,0.0
2025-10-17 07:59:43+00:00,2025-10-17 07:59:43,,,,,,,,,,49.0349998,7.0703125,1036.05005,901.650024,16.8374996,1.0,,17.31,0.0,16.91,45.3375015,,45.3375015,0.0,153.300003,0.0
2025-10-17 07:59:44+00:00,2025-10-17 07:59:44,,,,,,,,,,49.0424995,7.0859375,1036.57495,901.724976,16.8374996,1.0,,17.31,0.0,16.85,45.3937492,,45.3937492,0.0,153.300003,0.0
2025-10-17 07:59:45+00:00,2025-10-17 07:59:45,46.0,47.0,46.0,46.0,46.0,15.193155562588615,205.0,BO_O2,"O2 규칙 적용: 7.1% (7.0% < O2 ≤ 8.0%) (2단계 롤백, 3~4단계에서 Hz 변화 없음)",49.0387497,7.1015625,1036.94995,901.875,16.8250008,1.0,,17.31,0.0,16.85,45.3937492,,45.3937492,0.0,153.300003,0.0
2025-10-17 07:59:46+00:00,2025-10-17 07:59:46,,,,,,,,,,49.0275002,7.1015625,1037.55005,902.025024,16.8250008,1.0,,17.31,0.0,16.85,45.3937492,,45.3937492,0.0,153.300003,0.0
2025-10-17 07:59:47+00:00,2025-10-17 07:59:47,,,,,,,,,,47.2537498,7.1156249,1037.84998,902.099976,16.8250008,1.0,,17.31,0.0,16.85,45.3937492,,45.3937492,0.0,153.375,0.0
2025-10-17 07:59:48+00:00,2025-10-17 07:59:48,,,,,,,,,,46.9537506,7.1343751,1038.375,902.25,16.8250008,1.0,,17.31,0.0,16.85,45.3937492,,45.3937492,0.0,153.300003,0.0
2025-10-17 07:59:49+00:00,2025-10-17 07:59:49,,,,,,,,,,46.9575005,7.1343751,1038.75,902.325012,16.8250008,1.0,,17.31,0.0,16.85,45.2062492,,45.2062492,0.0,154.425003,0.0
2025-10-17 07:59:50+00:00,2025-10-17 07:59:50,46.0,47.0,46.0,46.0,46.0,15.199132166934058,205.0,BO_O2,"O2 규칙 적용: 7.1% (7.0% < O2 ≤ 8.0%) (2단계 롤백, 3~4단계에서 Hz 변화 없음)",46.9575005,7.1546874,1039.19995,902.474976,16.8250008,1.0,,17.31,0.0,16.85,44.5968742,,44.5968742,0.0,154.800003,0.0
2025-10-17 07:59:51+00:00,2025-10-17 07:59:51,,,,,,,,,,46.9537506,7.1546874,1039.57495,902.549988,16.8374996,1.0,,17.31,0.0,16.85,43.7906265,,43.7906265,0.0,154.800003,0.0
2025-10-17 07:59:52+00:00,2025-10-17 07:59:52,,,,,,,,,,46.9612503,7.1781249,1040.17505,902.700012,16.8250008,1.0,,17.31,0.0,16.85,43.1343765,,43.1343765,0.0,156.225006,0.0
2025-10-17 07:59:53+00:00,2025-10-17 07:59:53,,,,,,,,,,46.9575005,7.1968751,1040.47498,902.849976,16.8250008,1.0,,17.31,0.0,16.85,42.609375,,42.609375,0.0,156.225006,0.0
2025-10-17 07:59:54+00:00,2025-10-17 07:59:54,,,,,,,,,,46.9462509,7.1968751,1041.0,902.924988,16.75,1.0,,17.31,0.0,16.85,42.2625008,,42.2625008,0.0,156.225006,0.0
2025-10-17 07:59:55+00:00,2025-10-17 07:59:55,46.0,47.0,46.0,46.0,46.0,15.403438333993515,205.0,BO_O2,"O2 규칙 적용: 7.2% (7.0% < O2 ≤ 8.0%) (2단계 롤백, 3~4단계에서 Hz 변화 없음)",46.9575005,7.2109375,1041.30005,903.0,16.75,1.0,,17.31,0.0,16.85,42.0187492,,42.0187492,0.0,156.300003,0.0
2025-10-17 07:59:56+00:00,2025-10-17 07:59:56,,,,,,,,,,46.9575005,7.2093749,1041.82495,903.150024,16.75,1.0,,17.31,0.0,16.85,41.8312492,,41.8312492,0.0,156.225006,0.0
2025-10-17 07:59:57+00:00,2025-10-17 07:59:57,,,,,,,,,,46.9612503,7.2093749,1042.125,903.299988,16.75,1.0,,17.31,0.0,16.85,41.8312492,,41.8312492,0.0,156.149994,0.0
2025-10-17 07:59:58+00:00,2025-10-17 07:59:58,,,,,,,,,,46.9575005,7.19218731,1042.57495,903.375,16.75,1.0,,17.31,0.0,16.85,41.8312492,,41.8312492,0.0,156.225006,0.0
