time,_time_gateway,ACT_SNR_PMP_BO_0,ACT_SNR_PMP_BO_1,ACT_SNR_PMP_BO_2,ACT_SNR_PMP_BO_3,ACT_SNR_PMP_BO_4,SNR_NOX_PRED,SNR_STATUS_CODE,SNR_STAGE,SNR_MESSAGE,SNR_PMP_UW_S_1,BR1_EO_O2_A,ICF_CCS_FG_T_1,ICF_SCS_FG_T_1,ICF_TMS_NOX_A,ACC_SNR_AI_1A,ACT_STATUS,NOX_30m_Value,NOX_EQ_Status,NOX_Value,SNR_EQ_UW_F_1,ACT_SNR_PMP_UW_S,SNR_EQ_UW_F_1_1,SNR_EQ_DW_F_1,SNR_EQ_UW_F_2
2025-10-02 00:57:51+00:00,2025-10-02 00:57:51,,,,,,,,,,55.4174995,3.34687495,1069.94995,984.75,8.64999962,1.0,,21.68,0.0,9.11,52.2937508,,52.2937508,0.0,243.524994
2025-10-02 00:57:52+00:00,2025-10-02 00:57:52,,,,,,,,,,55.4324989,3.2593751,1070.40002,985.875,8.63749981,1.0,,21.68,0.0,9.11,52.3031235,,52.3031235,0.0,243.449997
2025-10-02 00:57:53+00:00,2025-10-02 00:57:53,,,,,,,,,,55.4324989,3.2593751,1070.92505,987.599976,8.64999962,1.0,,21.68,0.0,9.11,52.3031235,,52.3031235,0.0,243.449997
2025-10-02 00:57:54+00:00,2025-10-02 00:57:54,,,,,,,,,,55.4137497,3.1734376,1071.30005,988.724976,8.64999962,1.0,,21.68,0.0,9.11,52.3031235,,52.3031235,0.0,241.649994
2025-10-02 00:57:55+00:00,2025-10-02 00:57:55,54.0,53.0,53.0,54.0,54.0,8.589069791682643,308.0,BO_O2_RULE,제어매트릭스 규칙 적용: O2_LOW,55.4437485,3.08124995,1071.67505,989.924988,8.64999962,1.0,,21.68,0.0,9.11,52.3031235,,52.3031235,0.0,241.649994
2025-10-02 00:57:56+00:00,2025-10-02 00:57:56,,,,,,,,,,55.4249992,3.08124995,1072.34998,991.5,8.64999962,1.0,,21.68,0.0,9.11,52.3031235,,52.3031235,0.0,241.649994
2025-10-02 00:57:57+00:00,2025-10-02 00:57:57,,,,,,,,,,55.4362488,2.99531245,1072.94995,993.224976,8.64999962,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,241.050003
2025-10-02 00:57:58+00:00,2025-10-02 00:57:58,,,,,,,,,,55.4249992,2.9203124,1073.40002,994.349976,8.64999962,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:57:59+00:00,2025-10-02 00:57:59,,,,,,,,,,55.4362488,2.9203124,1073.77502,995.474976,8.64999962,1.0,,21.68,0.0,8.72,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:58:00+00:00,2025-10-02 00:58:00,54.0,53.0,53.0,54.0,54.0,9.453603896898404,308.0,BO_O2_RULE,제어매트릭스 규칙 적용: O2_LOW,55.4137497,2.8609376,1074.44995,997.125,8.64999962,1.0,0.0,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:01+00:00,2025-10-02 00:58:01,,,,,,,,,,55.4249992,2.8609376,1074.82495,998.174988,8.64999962,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:02+00:00,2025-10-02 00:58:02,,,,,,,,,,55.4324989,2.82343745,1075.5,999.900024,8.64999962,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:03+00:00,2025-10-02 00:58:03,,,,,,,,,,55.4249992,2.8109374,1076.17505,1001.625,8.67500019,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:04+00:00,2025-10-02 00:58:04,,,,,,,,,,55.4399986,2.8109374,1076.625,1002.82501,8.73750019,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:05+00:00,2025-10-02 00:58:05,54.0,53.0,53.0,54.0,54.0,11.642086198653445,308.0,BO_O2_RULE,제어매트릭스 규칙 적용: O2_LOW,55.4249992,2.8125,1077.30005,1004.47498,8.72500038,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.074997
2025-10-02 00:58:06+00:00,2025-10-02 00:58:06,,,,,,,,,,55.4324989,2.82500005,1077.75,1005.59998,8.73750019,1.0,,21.68,0.0,8.72,52.3031235,,52.3031235,0.0,240.074997
2025-10-02 00:58:07+00:00,2025-10-02 00:58:07,,,,,,,,,,55.4512482,2.82500005,1078.42505,1007.25,8.73750019,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:08+00:00,2025-10-02 00:58:08,,,,,,,,,,55.4625015,2.83281255,1078.875,1008.375,8.73750019,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:09+00:00,2025-10-02 00:58:09,,,,,,,,,,55.4550018,2.83281255,1079.625,1010.02502,7.88749981,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:10+00:00,2025-10-02 00:58:10,54.0,53.0,53.0,54.0,54.0,13.84886944341158,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4212494,2.8187499,1080.07495,1011.07501,7.9000001,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.074997
2025-10-02 00:58:11+00:00,2025-10-02 00:58:11,,,,,,,,,,55.4474983,2.79375005,1080.75,1012.65002,7.9000001,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.149994
2025-10-02 00:58:12+00:00,2025-10-02 00:58:12,,,,,,,,,,55.4812508,2.79375005,1081.27502,1013.70001,7.88749981,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.225006
2025-10-02 00:58:13+00:00,2025-10-02 00:58:13,,,,,,,,,,55.4625015,2.76093745,1081.94995,1015.27502,7.92500019,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.074997
2025-10-02 00:58:14+00:00,2025-10-02 00:58:14,,,,,,,,,,55.4249992,2.72187495,1082.47498,1016.32501,7.9749999,1.0,,21.68,0.0,8.74,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:58:15+00:00,2025-10-02 00:58:15,54.0,53.0,53.0,54.0,54.0,13.240748778562663,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4437485,2.72187495,1083.22498,1017.82501,7.9749999,1.0,0.0,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,240.074997
2025-10-02 00:58:16+00:00,2025-10-02 00:58:16,,,,,,,,,,55.4287491,2.68437505,1083.67505,1018.875,7.9749999,1.0,,21.68,0.0,8.74,52.3031235,,52.3031235,0.0,238.725006
2025-10-02 00:58:17+00:00,2025-10-02 00:58:17,,,,,,,,,,55.4362488,2.68437505,1084.34998,1020.52502,7.9749999,1.0,,21.68,0.0,7.99,52.3031235,,52.3031235,0.0,238.649994
2025-10-02 00:58:18+00:00,2025-10-02 00:58:18,,,,,,,,,,55.4399986,2.6656251,1084.875,1021.5,7.9749999,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,238.725006
2025-10-02 00:58:19+00:00,2025-10-02 00:58:19,,,,,,,,,,55.4362488,2.6624999,1085.55005,1023.07501,8.13749981,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:58:20+00:00,2025-10-02 00:58:20,54.0,53.0,53.0,54.0,54.0,15.000650694060017,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4625015,2.6624999,1086.07495,1024.19995,8.14999962,1.0,,21.68,0.0,7.99,52.3031235,,52.3031235,0.0,238.649994
2025-10-02 00:58:21+00:00,2025-10-02 00:58:21,,,,,,,,,,55.4474983,2.6796875,1086.75,1025.77502,8.14999962,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:58:22+00:00,2025-10-02 00:58:22,,,,,,,,,,55.4625015,2.71562505,1087.27502,1026.82495,8.13749981,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,237.225006
2025-10-02 00:58:23+00:00,2025-10-02 00:58:23,,,,,,,,,,55.4662514,2.71562505,1087.94995,1028.47498,8.07499981,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,237.225006
2025-10-02 00:58:24+00:00,2025-10-02 00:58:24,,,,,,,,,,55.4362488,2.76093745,1088.47498,1029.52502,7.9749999,1.0,,21.68,0.0,7.99,52.3031235,,52.3031235,0.0,237.225006
2025-10-02 00:58:25+00:00,2025-10-02 00:58:25,54.0,52.0,52.0,54.0,54.0,15.946311971169477,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4474983,2.7984376,1089.15002,1031.09998,7.9749999,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,237.225006
2025-10-02 00:58:26+00:00,2025-10-02 00:58:26,,,,,,,,,,55.4512482,2.7984376,1089.67505,1032.22498,7.9749999,1.0,,21.68,0.0,7.99,52.2937508,,52.2937508,0.0,237.225006
2025-10-02 00:58:27+00:00,2025-10-02 00:58:27,,,,,,,,,,55.4174995,2.8125,1090.34998,1033.80005,7.98750019,1.0,,21.68,0.0,7.97,52.2937508,,52.2937508,0.0,237.225006
2025-10-02 00:58:28+00:00,2025-10-02 00:58:28,,,,,,,,,,55.4550018,2.8125,1090.875,1034.92505,7.9749999,1.0,,21.68,0.0,7.97,52.3031235,,52.3031235,0.0,237.225006
2025-10-02 00:58:29+00:00,2025-10-02 00:58:29,,,,,,,,,,55.4174995,2.7874999,1091.625,1036.5,8.0625,1.0,,21.68,0.0,7.97,52.3031235,,52.3031235,0.0,237.149994
2025-10-02 00:58:30+00:00,2025-10-02 00:58:30,54.0,52.0,52.0,54.0,54.0,16.113008841688657,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4324989,2.7281251,1092.07495,1037.625,8.0625,1.0,0.0,21.68,0.0,7.97,52.2937508,,52.2937508,0.0,237.225006
2025-10-02 00:58:31+00:00,2025-10-02 00:58:31,,,,,,,,,,55.4625015,2.7281251,1092.82495,1039.19995,8.0625,1.0,,21.68,0.0,7.97,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:32+00:00,2025-10-02 00:58:32,,,,,,,,,,55.4550018,2.63593745,1093.27502,1040.17505,8.0625,1.0,,21.68,0.0,7.97,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:33+00:00,2025-10-02 00:58:33,,,,,,,,,,55.4249992,2.63593745,1094.02502,1041.75,8.0625,1.0,,21.68,0.0,7.97,52.1156235,,52.1156235,0.0,237.225006
2025-10-02 00:58:34+00:00,2025-10-02 00:58:34,,,,,,,,,,55.4137497,2.5406251,1094.47498,1042.72498,8.0625,1.0,,21.68,0.0,7.97,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:35+00:00,2025-10-02 00:58:35,54.0,51.0,51.0,54.0,54.0,16.56862397194085,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4287491,2.4468751,1095.22498,1044.15002,8.0625,1.0,,21.68,0.0,7.97,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:36+00:00,2025-10-02 00:58:36,,,,,,,,,,55.4437485,2.4468751,1095.67505,1045.125,8.05000019,1.0,,21.68,0.0,7.97,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:37+00:00,2025-10-02 00:58:37,,,,,,,,,,55.4399986,2.34062505,1096.42505,1046.55005,8.0625,1.0,,21.68,0.0,8.13,52.1156235,,52.1156235,0.0,237.225006
2025-10-02 00:58:38+00:00,2025-10-02 00:58:38,,,,,,,,,,55.4249992,2.2281251,1096.875,1047.44995,8.0625,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:39+00:00,2025-10-02 00:58:39,,,,,,,,,,55.4212494,2.2281251,1097.55005,1048.80005,8.22500038,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:40+00:00,2025-10-02 00:58:40,54.0,50.0,50.0,54.0,54.0,16.683029805133668,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4212494,2.1156249,1098.07495,1049.69995,8.22500038,1.0,,21.68,0.0,8.13,52.1156235,,52.1156235,0.0,237.225006
2025-10-02 00:58:41+00:00,2025-10-02 00:58:41,,,,,,,,,,55.4174995,2.1156249,1098.75,1050.97498,8.22500038,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:42+00:00,2025-10-02 00:58:42,,,,,,,,,,55.4287491,2.02031255,1099.125,1051.80005,8.22500038,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:58:43+00:00,2025-10-02 00:58:43,,,,,,,,,,55.4212494,1.95000005,1099.80005,1053.0,8.16250038,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,235.725006
2025-10-02 00:58:44+00:00,2025-10-02 00:58:44,,,,,,,,,,55.4474983,1.95000005,1100.25,1053.67505,8.0625,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,235.800003
2025-10-02 00:58:45+00:00,2025-10-02 00:58:45,54.0,50.0,50.0,54.0,54.0,17.28839175116909,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4324989,1.89531255,1100.92505,1054.80005,8.0625,1.0,0.0,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,235.800003
2025-10-02 00:58:46+00:00,2025-10-02 00:58:46,,,,,,,,,,55.4212494,1.86406255,1101.30005,1055.47498,8.0625,1.0,,21.68,0.0,8.13,52.1062508,,52.1062508,0.0,235.725006
2025-10-02 00:58:47+00:00,2025-10-02 00:58:47,,,,,,,,,,55.4437485,1.86406255,1101.90002,1056.44995,8.0625,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,235.800003
2025-10-02 00:58:48+00:00,2025-10-02 00:58:48,,,,,,,,,,55.4399986,1.86249995,1102.34998,1057.05005,8.0625,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,235.800003
2025-10-02 00:58:49+00:00,2025-10-02 00:58:49,,,,,,,,,,55.4212494,1.86249995,1102.94995,1057.94995,8.39999962,1.0,,21.68,0.0,8.09,52.1156235,,52.1156235,0.0,235.800003
2025-10-02 00:58:50+00:00,2025-10-02 00:58:50,54.0,51.0,51.0,54.0,54.0,16.403154001323433,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4249992,1.8984375,1103.40002,1058.47498,8.38749981,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,235.800003
2025-10-02 00:58:51+00:00,2025-10-02 00:58:51,,,,,,,,,,55.4550018,1.96562505,1104.0,1059.30005,8.39999962,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,235.649994
2025-10-02 00:58:52+00:00,2025-10-02 00:58:52,,,,,,,,,,55.4362488,1.96562505,1104.375,1059.82495,8.38749981,1.0,,21.68,0.0,8.09,52.1156235,,52.1156235,0.0,234.300003
2025-10-02 00:58:53+00:00,2025-10-02 00:58:53,,,,,,,,,,55.4212494,2.0609374,1104.90002,1060.5,8.73750019,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,234.300003
2025-10-02 00:58:54+00:00,2025-10-02 00:58:54,,,,,,,,,,55.4362488,2.1890626,1105.34998,1061.02502,9.23750019,1.0,,21.68,0.0,8.09,52.1156235,,52.1156235,0.0,234.300003
2025-10-02 00:58:55+00:00,2025-10-02 00:58:55,54.0,51.0,51.0,54.0,54.0,16.707759700916657,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4399986,2.1890626,1105.80005,1061.55005,9.23750019,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,235.574997
2025-10-02 00:58:56+00:00,2025-10-02 00:58:56,,,,,,,,,,55.4587517,2.33906245,1106.17505,1062.0,9.23750019,1.0,,21.68,0.0,8.09,52.1062508,,52.1062508,0.0,235.725006
2025-10-02 00:58:57+00:00,2025-10-02 00:58:57,,,,,,,,,,55.4099998,2.33906245,1106.69995,1062.59998,9.23750019,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,235.800003
2025-10-02 00:58:58+00:00,2025-10-02 00:58:58,,,,,,,,,,55.4474983,2.5,1107.07495,1062.97498,9.23750019,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,235.725006
2025-10-02 00:58:59+00:00,2025-10-02 00:58:59,,,,,,,,,,55.4362488,2.671875,1107.67505,1063.42505,10.1625004,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,235.725006
2025-10-02 00:59:00+00:00,2025-10-02 00:59:00,54.0,51.0,51.0,54.0,54.0,21.432435435726234,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4324989,2.671875,1107.97498,1063.80005,10.1625004,1.0,0.0,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,235.725006
2025-10-02 00:59:01+00:00,2025-10-02 00:59:01,,,,,,,,,,55.4437485,2.8531251,1108.5,1064.25,10.1625004,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,237.149994
2025-10-02 00:59:02+00:00,2025-10-02 00:59:02,,,,,,,,,,55.4287491,3.04375005,1108.80005,1064.625,10.1625004,1.0,,21.68,0.0,9.24,52.1156235,,52.1156235,0.0,237.375
2025-10-02 00:59:03+00:00,2025-10-02 00:59:03,,,,,,,,,,55.4174995,3.04375005,1109.25,1065.0,10.7124996,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,238.649994
2025-10-02 00:59:04+00:00,2025-10-02 00:59:04,,,,,,,,,,55.4137497,3.2249999,1109.55005,1065.22498,11.5124998,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,240.074997
2025-10-02 00:59:05+00:00,2025-10-02 00:59:05,54.0,52.0,52.0,54.0,54.0,21.563424711019948,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4212494,3.2249999,1110.07495,1065.59998,11.5124998,1.0,,21.68,0.0,9.24,52.1062508,,52.1062508,0.0,240.149994
2025-10-02 00:59:06+00:00,2025-10-02 00:59:06,,,,,,,,,,55.4287491,3.3968749,1110.30005,1065.82495,11.5124998,1.0,,21.68,0.0,9.24,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:07+00:00,2025-10-02 00:59:07,,,,,,,,,,55.4212494,3.5687499,1110.82495,1066.125,11.5124998,1.0,,21.68,0.0,9.24,52.265625,,52.265625,0.0,240.149994
2025-10-02 00:59:08+00:00,2025-10-02 00:59:08,,,,,,,,,,55.4137497,3.5687499,1111.05005,1066.34998,11.5124998,1.0,,21.68,0.0,11.58,52.1062508,,52.1062508,0.0,240.149994
2025-10-02 00:59:09+00:00,2025-10-02 00:59:09,,,,,,,,,,55.4099998,3.73906255,1111.5,1066.57495,11.6875,1.0,,21.68,0.0,11.58,52.1062508,,52.1062508,0.0,240.149994
2025-10-02 00:59:10+00:00,2025-10-02 00:59:10,54.0,53.0,53.0,54.0,54.0,20.937502709963542,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4249992,3.9046874,1111.80005,1066.72498,11.6875,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:11+00:00,2025-10-02 00:59:11,,,,,,,,,,55.4587517,3.9046874,1112.17505,1066.94995,11.6875,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:12+00:00,2025-10-02 00:59:12,,,,,,,,,,55.4287491,4.06562519,1112.47498,1067.09998,11.6875,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:13+00:00,2025-10-02 00:59:13,,,,,,,,,,55.4550018,4.06562519,1112.84998,1067.17505,12.2124996,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:14+00:00,2025-10-02 00:59:14,,,,,,,,,,55.4249992,4.22343731,1113.15002,1067.32495,12.9499998,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:15+00:00,2025-10-02 00:59:15,54.0,53.0,53.0,54.0,54.0,20.524186978416374,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4324989,4.37187481,1113.52502,1067.40002,12.9499998,1.0,0.0,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:16+00:00,2025-10-02 00:59:16,,,,,,,,,,55.4287491,4.37187481,1113.75,1067.40002,12.9499998,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:17+00:00,2025-10-02 00:59:17,,,,,,,,,,55.4174995,4.5078125,1114.125,1067.47498,12.9499998,1.0,,21.68,0.0,11.58,52.2937508,,52.2937508,0.0,240.225006
2025-10-02 00:59:18+00:00,2025-10-02 00:59:18,,,,,,,,,,55.4474983,4.63593769,1114.34998,1067.47498,12.9499998,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,240.074997
2025-10-02 00:59:19+00:00,2025-10-02 00:59:19,,,,,,,,,,55.4550018,4.63593769,1114.72498,1067.47498,14.2124996,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:20+00:00,2025-10-02 00:59:20,54.0,53.0,53.0,54.0,54.0,18.701353309059137,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4249992,4.7593751,1114.94995,1067.47498,14.2124996,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,240.149994
2025-10-02 00:59:21+00:00,2025-10-02 00:59:21,,,,,,,,,,55.4174995,4.7593751,1115.25,1067.40002,14.2124996,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,240.0
2025-10-02 00:59:22+00:00,2025-10-02 00:59:22,,,,,,,,,,55.4099998,4.8828125,1115.47498,1067.40002,14.2124996,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:23+00:00,2025-10-02 00:59:23,,,,,,,,,,55.4249992,4.99687481,1115.77502,1067.32495,15.1000004,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:24+00:00,2025-10-02 00:59:24,,,,,,,,,,55.4287491,4.99687481,1116.0,1067.25,16.3250008,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:25+00:00,2025-10-02 00:59:25,54.0,52.0,52.0,54.0,54.0,21.214055182029586,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4474983,5.0999999,1116.30005,1067.09998,16.3250008,1.0,,21.68,0.0,13.03,52.3031235,,52.3031235,0.0,238.649994
2025-10-02 00:59:26+00:00,2025-10-02 00:59:26,,,,,,,,,,55.4137497,5.2046876,1116.52502,1067.02502,16.3250008,1.0,,21.68,0.0,13.03,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:27+00:00,2025-10-02 00:59:27,,,,,,,,,,55.4174995,5.2046876,1116.82495,1066.94995,16.3250008,1.0,,21.68,0.0,13.03,52.3031235,,52.3031235,0.0,238.649994
2025-10-02 00:59:28+00:00,2025-10-02 00:59:28,,,,,,,,,,55.4324989,5.3062501,1116.97498,1066.80005,16.3250008,1.0,,21.68,0.0,16.31,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:29+00:00,2025-10-02 00:59:29,,,,,,,,,,55.4587517,5.3062501,1117.27502,1066.65002,18.0125008,1.0,,21.68,0.0,16.31,52.2937508,,52.2937508,0.0,238.725006
2025-10-02 00:59:30+00:00,2025-10-02 00:59:30,54.0,52.0,52.0,54.0,54.0,24.662132820201688,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4474983,5.41093731,1117.42505,1066.5,18.0125008,1.0,0.0,21.68,0.0,16.31,52.2937508,,52.2937508,0.0,238.725006
2025-10-02 00:59:31+00:00,2025-10-02 00:59:31,,,,,,,,,,55.4287491,5.515625,1117.65002,1066.34998,18.0125008,1.0,,21.68,0.0,16.31,52.3031235,,52.3031235,0.0,238.649994
2025-10-02 00:59:32+00:00,2025-10-02 00:59:32,,,,,,,,,,55.4212494,5.515625,1117.875,1066.125,18.0125008,1.0,,21.68,0.0,16.31,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:33+00:00,2025-10-02 00:59:33,,,,,,,,,,55.4174995,5.6109376,1118.09998,1065.90002,18.8999996,1.0,,21.68,0.0,16.31,52.2937508,,52.2937508,0.0,238.649994
2025-10-02 00:59:34+00:00,2025-10-02 00:59:34,,,,,,,,,,55.4174995,5.69843769,1118.25,1065.75,20.125,1.0,,21.68,0.0,16.31,52.2750015,,52.2750015,0.0,238.649994
2025-10-02 00:59:35+00:00,2025-10-02 00:59:35,54.0,52.0,52.0,54.0,54.0,24.523611100428017,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4212494,5.69843769,1118.47498,1065.52502,20.1124992,1.0,,21.68,0.0,16.31,52.1156235,,52.1156235,0.0,238.725006
2025-10-02 00:59:36+00:00,2025-10-02 00:59:36,,,,,,,,,,55.4287491,5.78593731,1118.625,1065.30005,20.1124992,1.0,,21.68,0.0,16.31,52.1062508,,52.1062508,0.0,238.649994
2025-10-02 00:59:37+00:00,2025-10-02 00:59:37,,,,,,,,,,55.4212494,5.78593731,1118.84998,1065.0,20.125,1.0,,21.68,0.0,16.31,52.1062508,,52.1062508,0.0,238.649994
2025-10-02 00:59:38+00:00,2025-10-02 00:59:38,,,,,,,,,,55.4324989,5.8843751,1119.0,1064.84998,20.125,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:59:39+00:00,2025-10-02 00:59:39,,,,,,,,,,55.4174995,5.98906231,1119.22498,1064.55005,19.9500008,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.149994
2025-10-02 00:59:40+00:00,2025-10-02 00:59:40,54.0,53.0,53.0,54.0,54.0,28.17420681353222,307.0,BO_O2_RULE,제어매트릭스 규칙 적용: TEMP_OUT_HIGH,55.4249992,5.98906231,1119.375,1064.32495,19.9500008,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.149994
2025-10-02 00:59:41+00:00,2025-10-02 00:59:41,,,,,,,,,,55.4249992,6.0875001,1119.52502,1064.02502,19.9624996,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:59:42+00:00,2025-10-02 00:59:42,,,,,,,,,,55.4212494,6.17500019,1119.67505,1063.72498,19.9500008,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:59:43+00:00,2025-10-02 00:59:43,,,,,,,,,,55.4249992,6.17500019,1119.82495,1063.42505,20.9125004,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.225006
2025-10-02 00:59:44+00:00,2025-10-02 00:59:44,,,,,,,,,,55.4137497,6.26249981,1119.97498,1063.27502,22.2250004,1.0,,21.68,0.0,20.19,52.1062508,,52.1062508,0.0,237.149994
